740, 750, 790, 800, 810, 820, 830, 840, 850, 860, 870, 880, 890, 900, 910, 920, 930, 940, 950, 960, 970, 980, 990, 1000, 1010, 1020, 1030, 1040, 1110, 1120
1, 1, 3, 1, 2, 4, 5, 13, 13, 20, 19, 21, 23, 21, 24, 22, 35, 25, 16, 20, 12, 15, 10, 3, 3, 4, 3, 1, 1, 1
